Metadata_Plate,Metadata_Well,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_Batch_Number,Metadata_Batch_Date,Metadata_well_position,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_pert_id,Metadata_pert_mfc_id,Metadata_pert_well,Metadata_pert_id_vendor,Metadata_cell_id,Metadata_broad_sample_type,Metadata_pert_vehicle,Metadata_pert_type,Cells_AreaShape_Area,Cells_Intensity_IntegratedIntensity_DNA,Cytoplasm_AreaShape_Area,Cytoplasm_Intensity_IntegratedIntensity_DNA,Nuclei_AreaShape_Area,Nuclei_Intensity_IntegratedIntensity_DNA
SQ00015117,B05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B05,DMSO,0,0,DMSO,NA,NA,B05,,unknown,control,DMSO,control,12363.876616915422,315.8968944754465,9774.909950248757,101.46587901778973,2835.255223880597,221.75384798721868
SQ00015117,B06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B06,DMSO,0,0,DMSO,NA,NA,B06,,unknown,control,DMSO,control,12813.34110371075,321.97198137726974,10279.267840152235,106.30005904688849,2777.852521408183,223.27229624714784
SQ00015117,C01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C01,BRD-K25650355-065-02-0,3.7342500000000003,10,DMSO,BRD-K25650355,BRD-K25650355-065-02-0,C01,,unknown,trt,DMSO,trt,13539.59129066107,304.7181190843222,10822.627492130116,100.8789316519251,2968.9837355718782,210.70921717521637
SQ00015117,C02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C02,BRD-K25650355-065-02-0,1.2447499999990426,3.3333333333307693,DMSO,BRD-K25650355,BRD-K25650355-065-02-0,C02,,unknown,trt,DMSO,trt,11645.658921161827,298.39036218301914,9146.071784232365,94.28797164698696,2742.1680497925313,211.45715975816597
SQ00015117,C03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C03,BRD-K25650355-065-02-0,0.4149166666682625,1.1111111111153846,DMSO,BRD-K25650355,BRD-K25650355-065-02-0,C03,,unknown,trt,DMSO,trt,12118.043553255713,312.3515281245253,9599.120741699007,98.30889219860556,2762.1668822768434,221.5076028631286
SQ00015117,C04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C04,BRD-K25650355-065-02-0,0.13830555555513,0.37037037036923076,DMSO,BRD-K25650355,BRD-K25650355-065-02-0,C04,,unknown,trt,DMSO,trt,10714.05231316726,296.4602506062328,8279.669395017794,92.08989971382584,2674.823487544484,212.2326593043508
SQ00015117,C05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C05,BRD-K25650355-065-02-0,0.04610185185171,0.12345679012307692,DMSO,BRD-K25650355,BRD-K25650355-065-02-0,C05,,unknown,trt,DMSO,trt,10415.639762403913,305.69844502417334,7941.926275331935,94.14428425664886,2715.9800838574424,219.78786605821725
SQ00015117,C06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C06,BRD-K25650355-065-02-0,0.0153672839515275,0.04115226337692308,DMSO,BRD-K25650355,BRD-K25650355-065-02-0,C06,,unknown,trt,DMSO,trt,10245.899527983816,304.0209341020636,7808.388739042482,91.99531949507839,2677.8631153068104,220.1486849740219
SQ00015117,D01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D01,BRD-K25837718-001-03-8,8.27995,10,DMSO,BRD-K25837718,BRD-K25837718-001-03-8,D01,,unknown,trt,DMSO,trt,13596.716189536031,311.50573360899944,10928.319348469891,105.11809240990543,2919.095755182626,213.47456655883656
SQ00015117,D02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D02,BRD-K25837718-001-03-8,2.7599833333312103,3.3333333333307693,DMSO,BRD-K25837718,BRD-K25837718-001-03-8,D02,,unknown,trt,DMSO,trt,12186.090524534688,291.9029759918935,9696.197123519458,96.63439104358547,2732.3680203045687,202.4233242930717
SQ00015117,D03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D03,BRD-K25837718-001-03-8,0.9199944444479828,1.1111111111153846,DMSO,BRD-K25837718,BRD-K25837718-001-03-8,D03,,unknown,trt,DMSO,trt,10939.777132486388,304.34871067702,8478.43992740472,94.24669422211603,2703.1491833030855,218.017515419237
SQ00015117,D04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D04,BRD-K25837718-001-03-8,0.30666481481387126,0.37037037036923076,DMSO,BRD-K25837718,BRD-K25837718-001-03-8,D04,,unknown,trt,DMSO,trt,10276.863886974501,308.91996463606336,7794.028256374914,92.30526146218328,2724.3242591316334,224.72079313255534
SQ00015117,D05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D05,BRD-K25837718-001-03-8,0.10222160493795708,0.12345679012307692,DMSO,BRD-K25837718,BRD-K25837718-001-03-8,D05,,unknown,trt,DMSO,trt,11046.525852585259,298.2009143722772,8571.593692702603,94.4239309684719,2717.5984598459845,211.58876789792168
SQ00015117,D06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D06,BRD-K25837718-001-03-8,0.03407386831477542,0.04115226337692308,DMSO,BRD-K25837718,BRD-K25837718-001-03-8,D06,,unknown,trt,DMSO,trt,10591.567429156708,305.1988809647566,8183.536019119153,94.6530349978922,2646.546261522704,218.64395235639006
SQ00015117,E01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E01,BRD-K26603252-003-04-9,3.96666,10,DMSO,BRD-K26603252,BRD-K26603252-003-04-9,E01,,unknown,trt,DMSO,trt,13414.78803245436,286.97716934515495,10670.837728194727,97.43465971309737,2998.098884381339,196.12878187732161
SQ00015117,E02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E02,BRD-K26603252-003-04-9,1.322219999998983,3.3333333333307693,DMSO,BRD-K26603252,BRD-K26603252-003-04-9,E02,,unknown,trt,DMSO,trt,11979.681493915234,292.2597382614464,9430.22996223248,94.29320521166558,2795.842635333613,205.41048849903615
SQ00015117,E03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E03,BRD-K26603252-003-04-9,0.44074000000169516,1.1111111111153846,DMSO,BRD-K26603252,BRD-K26603252-003-04-9,E03,,unknown,trt,DMSO,trt,11401.78347473257,304.4591604589905,8852.471781630395,94.06645408787426,2795.7277757285133,218.2496604380187
SQ00015117,E04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E04,BRD-K26603252-003-04-9,0.14691333333288129,0.37037037036923076,DMSO,BRD-K26603252,BRD-K26603252-003-04-9,E04,,unknown,trt,DMSO,trt,10274.729821006416,287.2654569084775,7841.208375548801,87.472562404297,2673.7504221546774,207.59997714859048
SQ00015117,E05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E05,BRD-K26603252-003-04-9,0.04897111111096043,0.12345679012307692,DMSO,BRD-K26603252,BRD-K26603252-003-04-9,E05,,unknown,trt,DMSO,trt,10438.721374045801,295.36027175022326,7970.85253296322,89.37919973506581,2709.2751561415685,213.80780451388424
SQ00015117,E06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E06,BRD-K26603252-003-04-9,0.01632370370467057,0.04115226337692308,DMSO,BRD-K26603252,BRD-K26603252-003-04-9,E06,,unknown,trt,DMSO,trt,9632.62653721683,293.7740638862224,7201.666343042071,86.4733369378471,2671.0763754045306,215.60578828925105
